,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,FIPS
270,INDIANA,Clark,2018,357,276,77,4,0,0,0,122,61,37,0,0,282,75,0,
271,INDIANA,Delaware,2018,361,301,56,4,0,0,0,129,58,36,0,0,294,67,0,
272,INDIANA,Dubois,2018,119,71,48,0,0,0,0,89,62,42,0,0,0,116,3,
273,INDIANA,Elkhart,2018,363,228,132,3,0,0,0,105,62,44,0,0,139,224,0,
274,INDIANA,Floyd,2018,346,295,46,5,0,0,0,143,55,35,0,0,319,27,0,
275,INDIANA,Greene,2018,361,294,64,3,0,0,0,129,59,38,0,0,300,61,0,
276,INDIANA,Hamilton,2018,365,229,130,6,0,0,0,129,63,45,0,0,165,200,0,
277,INDIANA,Hendricks,2018,365,335,28,2,0,0,0,108,48,33,0,0,365,0,0,
278,INDIANA,Henry,2018,116,80,35,1,0,0,0,111,60,41,0,0,0,116,0,
279,INDIANA,Howard,2018,365,234,126,5,0,0,0,108,61,44,0,0,145,220,0,
280,INDIANA,Huntington,2018,358,337,21,0,0,0,0,97,46,31,0,0,358,0,0,
281,INDIANA,Jackson,2018,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,
282,INDIANA,Knox,2018,357,311,42,4,0,0,0,122,54,35,0,0,357,0,0,
283,INDIANA,Laporte,2018,363,288,68,6,1,0,0,161,61,37,0,0,316,47,0,
284,INDIANA,Lake,2018,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3,
285,INDIANA,Madison,2018,365,199,159,7,0,0,0,136,63,48,0,0,125,240,0,
286,INDIANA,Marion,2018,365,105,249,10,1,0,0,158,73,55,0,0,81,284,0,
287,INDIANA,Monroe,2018,335,182,153,0,0,0,0,98,63,48,0,0,0,335,0,
288,INDIANA,Morgan,2018,364,337,27,0,0,0,0,100,47,33,0,0,364,0,0,
289,INDIANA,Perry,2018,350,324,26,0,0,0,0,80,50,35,0,0,350,0,0,
290,INDIANA,Porter,2018,365,214,146,4,1,0,0,164,64,47,0,0,160,190,15,
291,INDIANA,Posey,2018,360,326,34,0,0,0,0,100,50,34,0,0,360,0,0,
292,INDIANA,Shelby,2018,361,331,25,5,0,0,0,112,49,34,0,0,361,0,0,
293,INDIANA,Spencer,2018,121,72,49,0,0,0,0,87,61,41,0,0,0,121,0,
294,INDIANA,St. Joseph,2018,365,173,185,7,0,0,0,133,67,51,0,1,123,241,0,
295,INDIANA,Sullivan,2018,181,108,73,0,0,0,0,92,62,43,0,0,0,181,0,
296,INDIANA,Tippecanoe,2018,345,207,138,0,0,0,0,80,59,46,0,0,0,345,0,
297,INDIANA,Vanderburgh,2018,365,200,162,3,0,0,0,143,64,48,0,0,122,243,0,
298,INDIANA,Vigo,2018,365,188,174,3,0,0,0,115,67,50,0,0,132,233,0,
299,INDIANA,Wabash,2018,362,315,42,5,0,0,0,129,54,35,0,0,362,0,0,
300,INDIANA,Warrick,2018,365,324,38,3,0,0,0,126,51,35,0,0,365,0,0,
301,INDIANA,Whitley,2018,348,235,113,0,0,0,0,84,59,41,0,0,0,348,0,
302,IOWA,Black Hawk,2018,365,140,225,0,0,0,0,84,66,53,0,0,0,365,0,
303,IOWA,Bremer,2018,245,224,19,2,0,0,0,112,50,37,0,0,245,0,0,
304,IOWA,Cerro Gordo,2018,115,115,0,0,0,0,0,46,31,16,0,0,0,0,115,
305,IOWA,Clinton,2018,365,168,197,0,0,0,0,100,68,52,0,0,88,277,0,
306,IOWA,Harrison,2018,245,213,30,2,0,0,0,101,58,39,0,0,245,0,0,
307,IOWA,Johnson,2018,362,186,176,0,0,0,0,93,61,50,0,0,0,362,0,
308,IOWA,Lee,2018,121,70,51,0,0,0,0,78,61,45,0,0,0,121,0,
309,IOWA,Linn,2018,365,185,176,4,0,0,0,129,67,50,0,0,96,269,0,
310,IOWA,Montgomery,2018,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0,
311,IOWA,Muscatine,2018,365,154,211,0,0,0,0,95,66,52,0,0,0,365,0,
312,IOWA,Palo Alto,2018,365,188,175,2,0,0,0,115,66,49,0,0,104,261,0,
313,IOWA,Polk,2018,365,225,138,2,0,0,0,112,62,46,0,2,147,216,0,
314,IOWA,Pottawattamie,2018,124,80,43,1,0,0,0,102,61,42,0,0,0,119,5,
315,IOWA,Scott,2018,365,100,261,4,0,0,0,108,72,56,0,0,33,274,58,
316,IOWA,Van Buren,2018,359,230,129,0,0,0,0,100,61,43,0,0,110,248,1,
317,IOWA,Woodbury,2018,122,81,41,0,0,0,0,93,58,44,0,0,0,122,0,
318,KANSAS,Chase,2018,116,96,20,0,0,0,0,67,53,30,0,0,0,116,0,
319,KANSAS,Ford,2018,354,325,28,1,0,0,0,129,41,17,0,0,0,0,354,
320,KANSAS,Johnson,2018,363,277,86,0,0,0,0,92,61,40,0,0,222,141,0,
321,KANSAS,Leavenworth,2018,362,325,37,0,0,0,0,100,51,33,0,0,362,0,0,
322,KANSAS,Neosho,2018,359,285,74,0,0,0,0,87,57,40,0,0,285,68,6,
323,KANSAS,Sedgwick,2018,365,238,127,0,0,0,0,100,64,44,0,10,194,110,51,
324,KANSAS,Shawnee,2018,365,194,171,0,0,0,0,99,67,50,0,0,98,267,0,
325,KANSAS,Sherman,2018,350,344,6,0,0,0,0,91,31,14,0,0,0,0,350,
326,KANSAS,Sumner,2018,365,293,72,0,0,0,0,90,58,38,0,1,282,67,15,
327,KANSAS,Trego,2018,364,287,76,1,0,0,0,130,61,39,0,1,289,73,1,
328,KANSAS,Wyandotte,2018,365,200,162,2,1,0,0,172,71,48,0,8,139,217,1,
329,KENTUCKY,Bell,2018,256,224,32,0,0,0,0,84,52,39,0,0,215,41,0,
330,KENTUCKY,Boone,2018,243,218,23,1,1,0,0,151,51,38,0,0,243,0,0,
331,KENTUCKY,Boyd,2018,364,245,118,1,0,0,0,119,59,44,0,10,113,241,0,
332,KENTUCKY,Bullitt,2018,233,196,35,2,0,0,0,150,58,38,0,0,233,0,0,
333,KENTUCKY,Campbell,2018,350,206,143,1,0,0,0,101,60,45,0,12,83,255,0,
334,KENTUCKY,Carter,2018,281,248,33,0,0,0,0,80,52,35,0,0,195,86,0,
335,KENTUCKY,Christian,2018,280,217,63,0,0,0,0,90,58,41,0,0,193,87,0,
336,KENTUCKY,Daviess,2018,357,206,150,1,0,0,0,112,63,46,0,16,86,255,0,
337,KENTUCKY,Edmonson,2018,365,234,131,0,0,0,0,100,61,43,2,0,109,254,0,
338,KENTUCKY,Fayette,2018,364,202,162,0,0,0,0,87,62,48,0,10,65,288,1,
339,KENTUCKY,Greenup,2018,238,218,19,1,0,0,0,119,50,36,0,0,238,0,0,
340,KENTUCKY,Hancock,2018,125,115,10,0,0,0,0,97,48,38,0,0,125,0,0,
341,KENTUCKY,Hardin,2018,361,191,170,0,0,0,0,100,64,49,0,0,66,295,0,
342,KENTUCKY,Henderson,2018,360,188,170,2,0,0,0,108,66,49,0,0,79,281,0,
343,KENTUCKY,Jefferson,2018,365,125,232,6,2,0,0,166,77,54,0,4,84,277,0,
344,KENTUCKY,Jessamine,2018,237,207,30,0,0,0,0,90,54,39,0,0,237,0,0,
345,KENTUCKY,Livingston,2018,257,226,31,0,0,0,0,97,54,39,0,0,240,0,17,
346,KENTUCKY,Mccracken,2018,364,183,181,0,0,0,0,100,64,50,0,0,68,296,0,
347,KENTUCKY,Morgan,2018,364,337,27,0,0,0,0,80,48,34,0,0,364,0,0,
348,KENTUCKY,Oldham,2018,243,214,28,1,0,0,0,108,54,38,0,0,243,0,0,
349,KENTUCKY,Perry,2018,364,205,159,0,0,0,0,80,61,48,0,0,63,301,0,
350,KENTUCKY,Pike,2018,359,272,87,0,0,0,0,84,57,41,0,0,96,263,0,
351,KENTUCKY,Pulaski,2018,282,224,58,0,0,0,0,74,57,39,0,0,195,87,0,
352,KENTUCKY,Simpson,2018,243,212,31,0,0,0,0,93,51,38,0,0,243,0,0,
353,KENTUCKY,Trigg,2018,348,324,24,0,0,0,0,87,48,35,0,0,348,0,0,
354,KENTUCKY,Warren,2018,352,202,150,0,0,0,0,95,62,48,0,0,39,313,0,
355,KENTUCKY,Washington,2018,359,326,33,0,0,0,0,77,50,35,0,0,359,0,0,
356,LOUISIANA,Ascension,2018,364,325,36,3,0,0,0,122,51,31,0,7,357,0,0,
357,LOUISIANA,Bossier,2018,365,280,85,0,0,0,0,96,63,38,0,0,218,144,3,
358,LOUISIANA,Caddo,2018,361,267,92,2,0,0,0,128,64,39,0,0,270,91,0,
359,LOUISIANA,Calcasieu,2018,365,145,214,6,0,0,0,108,69,53,0,1,41,323,0,
360,LOUISIANA,East Baton Rouge,2018,365,170,184,11,0,0,0,126,71,51,0,1,79,285,0,
361,LOUISIANA,Iberville,2018,365,279,78,7,1,0,0,153,66,38,0,1,297,67,0,
362,LOUISIANA,Jefferson,2018,365,207,157,1,0,0,0,101,67,47,0,1,87,277,0,
363,LOUISIANA,Lafayette,2018,365,210,155,0,0,0,0,97,65,47,0,0,114,251,0,
364,LOUISIANA,Lafourche,2018,362,280,82,0,0,0,0,90,56,39,0,0,207,155,0,
365,LOUISIANA,Livingston,2018,365,212,153,0,0,0,0,100,62,46,0,0,111,254,0,
366,LOUISIANA,Orleans,2018,365,209,156,0,0,0,0,87,63,46,0,22,0,338,5,
367,LOUISIANA,Ouachita,2018,363,323,40,0,0,0,0,100,51,34,0,0,285,78,0,
368,LOUISIANA,Pointe Coupee,2018,356,324,32,0,0,0,0,97,48,31,0,0,356,0,0,
369,LOUISIANA,Rapides,2018,119,84,35,0,0,0,0,92,61,41,0,0,0,119,0,
370,LOUISIANA,St. Bernard,2018,365,188,174,3,0,0,0,112,66,49,0,0,109,255,1,
371,LOUISIANA,St. James,2018,364,350,14,0,0,0,0,93,44,27,0,0,364,0,0,
372,LOUISIANA,St. John The Baptist,2018,359,336,22,1,0,0,0,108,48,31,0,0,359,0,0,
373,LOUISIANA,St. Martin,2018,352,321,31,0,0,0,0,97,50,33,0,0,352,0,0,
374,LOUISIANA,St. Tammany,2018,365,280,84,1,0,0,0,101,61,38,0,0,200,165,0,
375,LOUISIANA,Tangipahoa,2018,125,89,36,0,0,0,0,81,58,37,0,0,0,125,0,
376,LOUISIANA,Terrebonne,2018,119,95,24,0,0,0,0,73,56,36,0,0,0,119,0,
377,LOUISIANA,West Baton Rouge,2018,365,218,144,3,0,0,0,129,66,46,0,3,90,272,0,
378,MAINE,Androscoggin,2018,361,309,52,0,0,0,0,84,54,34,0,0,160,199,2,
379,MAINE,Aroostook,2018,365,262,101,0,1,1,0,216,60,42,0,0,135,230,0,
380,MAINE,Cumberland,2018,365,280,85,0,0,0,0,100,58,41,0,4,183,176,2,
381,MAINE,Hancock,2018,365,331,33,1,0,0,0,122,50,37,0,0,329,36,0,
382,MAINE,Kennebec,2018,360,339,21,0,0,0,0,90,47,30,0,115,210,33,2,
383,MAINE,Knox,2018,219,209,9,1,0,0,0,112,45,36,0,0,219,0,0,
384,MAINE,Oxford,2018,354,290,64,0,0,0,0,98,58,39,0,0,144,210,0,
385,MAINE,Penobscot,2018,365,309,56,0,0,0,0,97,54,37,0,0,155,209,1,
386,MAINE,Washington,2018,339,327,11,1,0,0,0,122,46,36,0,0,324,15,0,
387,MAINE,York,2018,227,207,18,2,0,0,0,119,49,40,0,0,227,0,0,
388,MARYLAND,Anne Arundel,2018,261,193,59,9,0,0,0,140,77,42,0,0,240,0,21,
389,MARYLAND,Baltimore,2018,365,218,142,5,0,0,0,115,69,46,0,11,162,192,0,
390,MARYLAND,Baltimore (City),2018,364,182,174,8,0,0,0,129,74,51,0,14,108,242,0,
391,MARYLAND,Calvert,2018,243,209,33,1,0,0,0,147,58,39,0,0,243,0,0,
392,MARYLAND,Carroll,2018,240,199,41,0,0,0,0,97,61,41,0,0,240,0,0,
393,MARYLAND,Cecil,2018,358,207,144,7,0,0,0,129,63,47,0,0,133,225,0,
394,MARYLAND,Charles,2018,235,202,32,1,0,0,0,133,54,39,0,0,235,0,0,
395,MARYLAND,Dorchester,2018,365,283,80,1,1,0,0,151,61,40,0,0,256,109,0,
396,MARYLAND,Frederick,2018,245,204,41,0,0,0,0,100,61,41,0,0,245,0,0,
397,MARYLAND,Garrett,2018,362,298,64,0,0,0,0,97,56,39,0,0,259,103,0,
398,MARYLAND,Harford,2018,358,247,101,10,0,0,0,150,66,42,0,0,178,180,0,
399,MARYLAND,Howard,2018,365,205,160,0,0,0,0,78,61,47,0,41,0,324,0,
400,MARYLAND,Kent,2018,361,262,96,3,0,0,0,119,62,42,0,0,192,169,0,
401,MARYLAND,Montgomery,2018,347,208,138,1,0,0,0,112,63,46,0,0,158,189,0,
402,MARYLAND,Prince George'S,2018,365,248,109,7,1,0,0,166,71,42,0,2,246,117,0,
403,MARYLAND,Washington,2018,356,253,103,0,0,0,0,93,63,43,0,0,151,205,0,
404,MASSACHUSETTS,Barnstable,2018,360,335,21,4,0,0,0,133,47,36,0,0,344,16,0,
405,MASSACHUSETTS,Berkshire,2018,365,232,132,1,0,0,0,122,63,42,0,0,57,308,0,
406,MASSACHUSETTS,Bristol,2018,365,258,97,10,0,0,0,133,59,44,0,0,217,148,0,
407,MASSACHUSETTS,Dukes,2018,360,323,34,3,0,0,0,108,51,37,0,0,343,17,0,
408,MASSACHUSETTS,Essex,2018,365,263,98,4,0,0,0,115,59,42,0,2,180,183,0,
409,MASSACHUSETTS,Franklin,2018,365,289,76,0,0,0,0,100,57,38,0,0,236,129,0,
410,MASSACHUSETTS,Hampden,2018,365,248,115,2,0,0,0,126,62,41,0,11,179,175,0,
411,MASSACHUSETTS,Hampshire,2018,363,282,79,2,0,0,0,122,58,40,0,4,222,137,0,
412,MASSACHUSETTS,Middlesex,2018,365,308,57,0,0,0,0,97,54,38,0,1,212,152,0,
413,MASSACHUSETTS,Norfolk,2018,353,337,15,1,0,0,0,105,45,32,0,19,334,0,0,
414,MASSACHUSETTS,Plymouth,2018,364,279,82,3,0,0,0,126,56,39,0,0,213,151,0,
415,MASSACHUSETTS,Suffolk,2018,365,119,245,1,0,0,0,108,65,53,0,6,18,341,0,
416,MASSACHUSETTS,Worcester,2018,365,265,96,4,0,0,0,129,61,40,0,4,209,152,0,
417,MICHIGAN,Allegan,2018,286,218,60,8,0,0,0,150,67,40,0,0,213,73,0,
418,MICHIGAN,Bay,2018,356,266,90,0,0,0,0,85,56,37,0,0,0,356,0,
419,MICHIGAN,Benzie,2018,250,218,30,1,1,0,0,154,54,38,0,0,250,0,0,
420,MICHIGAN,Berrien,2018,245,208,29,8,0,0,0,126,61,40,0,0,245,0,0,
421,MICHIGAN,Cass,2018,240,202,31,7,0,0,0,126,64,40,0,0,240,0,0,
422,MICHIGAN,Chippewa,2018,271,167,104,0,0,0,0,73,59,43,0,0,95,176,0,
423,MICHIGAN,Clinton,2018,244,213,27,4,0,0,0,143,64,39,0,0,244,0,0,
424,MICHIGAN,Genesee,2018,362,255,104,3,0,0,0,122,64,43,0,0,179,183,0,
425,MICHIGAN,Huron,2018,241,212,26,3,0,0,0,122,54,38,0,0,241,0,0,
426,MICHIGAN,Ingham,2018,342,231,109,2,0,0,0,147,61,43,0,0,111,231,0,
427,MICHIGAN,Kalamazoo,2018,356,217,135,4,0,0,0,115,65,44,0,0,115,241,0,
428,MICHIGAN,Kent,2018,365,244,117,4,0,0,0,115,64,43,0,0,162,203,0,
429,MICHIGAN,Keweenaw,2018,114,108,6,0,0,0,0,66,37,12,0,0,0,114,0,
430,MICHIGAN,Lenawee,2018,344,246,94,4,0,0,0,115,68,43,0,0,187,157,0,
431,MICHIGAN,Macomb,2018,299,229,60,10,0,0,0,143,71,39,0,0,237,62,0,
432,MICHIGAN,Manistee,2018,265,222,42,1,0,0,0,112,57,34,0,0,189,76,0,
433,MICHIGAN,Mason,2018,252,226,25,1,0,0,0,133,51,37,0,0,252,0,0,
434,MICHIGAN,Missaukee,2018,365,316,49,0,0,0,0,97,54,37,0,2,311,52,0,
435,MICHIGAN,Monroe,2018,61,60,1,0,0,0,0,59,31,13,0,0,0,0,61,
436,MICHIGAN,Muskegon,2018,240,203,31,3,3,0,0,174,67,40,0,0,240,0,0,
437,MICHIGAN,Oakland,2018,278,200,69,8,1,0,0,151,68,41,0,0,209,69,0,
438,MICHIGAN,Ottawa,2018,289,224,61,4,0,0,0,115,64,40,0,0,219,68,2,
439,MICHIGAN,Schoolcraft,2018,351,309,40,2,0,0,0,105,52,33,0,0,229,122,0,
440,MICHIGAN,St. Clair,2018,310,200,103,6,1,0,0,151,64,44,0,0,130,180,0,
441,MICHIGAN,Tuscola,2018,356,324,31,1,0,0,0,105,50,35,0,0,356,0,0,
442,MICHIGAN,Washtenaw,2018,365,238,121,6,0,0,0,150,67,46,0,0,161,204,0,
443,MICHIGAN,Wayne,2018,365,105,253,7,0,0,0,133,78,57,0,1,50,294,20,
444,MICHIGAN,Wexford,2018,356,330,24,2,0,0,0,122,49,35,0,0,356,0,0,
445,MINNESOTA,Anoka,2018,365,223,141,1,0,0,0,115,66,44,0,3,158,204,0,
446,MINNESOTA,Becker,2018,358,301,57,0,0,0,0,100,55,35,0,0,175,183,0,
447,MINNESOTA,Beltrami,2018,352,309,42,1,0,0,0,106,52,31,0,0,0,352,0,
448,MINNESOTA,Carlton,2018,354,319,35,0,0,0,0,94,50,30,0,0,146,208,0,
449,MINNESOTA,Cass,2018,320,268,52,0,0,0,0,100,55,31,0,0,0,320,0,
450,MINNESOTA,Cook,2018,353,330,23,0,0,0,0,69,42,23,0,0,0,353,0,
451,MINNESOTA,Crow Wing,2018,348,292,55,1,0,0,0,107,57,32,0,0,142,206,0,
452,MINNESOTA,Dakota,2018,365,257,108,0,0,0,0,92,59,41,0,32,0,333,0,
453,MINNESOTA,Goodhue,2018,231,206,24,1,0,0,0,133,51,38,0,0,231,0,0,
454,MINNESOTA,Hennepin,2018,365,175,189,1,0,0,0,104,68,51,4,5,38,216,102,
455,MINNESOTA,Lake,2018,365,310,55,0,0,0,0,96,56,34,0,0,149,108,108,
456,MINNESOTA,Lyon,2018,365,308,57,0,0,0,0,86,55,36,0,0,125,240,0,
457,MINNESOTA,Mille Lacs,2018,126,114,12,0,0,0,0,74,49,30,0,0,126,0,0,
458,MINNESOTA,Olmsted,2018,361,222,139,0,0,0,0,98,61,44,0,0,84,277,0,
459,MINNESOTA,Ramsey,2018,365,217,147,1,0,0,0,111,64,44,0,0,0,341,24,
460,MINNESOTA,Saint Louis,2018,365,284,79,2,0,0,0,109,61,39,0,0,223,132,10,
461,MINNESOTA,Scott,2018,357,306,49,2,0,0,0,112,56,37,0,0,279,78,0,
462,MINNESOTA,Stearns,2018,365,283,81,1,0,0,0,101,61,38,0,0,158,207,0,
463,MINNESOTA,Washington,2018,365,158,207,0,0,0,0,100,68,53,0,0,46,270,49,
464,MINNESOTA,Winona,2018,113,96,17,0,0,0,0,80,54,26,0,0,0,113,0,
465,MINNESOTA,Wright,2018,365,271,91,3,0,0,0,122,63,42,0,0,168,197,0,
466,MISSISSIPPI,Bolivar,2018,312,182,128,2,0,0,0,129,67,47,0,0,100,212,0,
467,MISSISSIPPI,Desoto,2018,365,199,163,2,1,0,0,159,63,49,0,0,65,300,0,
468,MISSISSIPPI,Forrest,2018,359,195,163,1,0,0,0,119,62,49,0,0,0,359,0,
469,MISSISSIPPI,Grenada,2018,105,77,28,0,0,0,0,82,55,36,0,0,0,105,0,
470,MISSISSIPPI,Hancock,2018,363,257,105,1,0,0,0,102,59,41,0,0,113,250,0,
471,MISSISSIPPI,Harrison,2018,364,223,138,3,0,0,0,115,63,45,0,0,109,255,0,
472,MISSISSIPPI,Hinds,2018,365,165,199,1,0,0,0,112,71,52,0,0,66,299,0,
473,MISSISSIPPI,Jackson,2018,362,219,141,2,0,0,0,105,62,47,0,0,96,266,0,
474,MISSISSIPPI,Lauderdale,2018,230,200,30,0,0,0,0,87,54,37,0,0,230,0,0,
475,MISSISSIPPI,Lee,2018,243,226,17,0,0,0,0,80,49,36,0,0,243,0,0,
476,MISSISSIPPI,Yalobusha,2018,325,318,7,0,0,0,0,71,44,29,0,0,325,0,0,
477,MISSOURI,Andrew,2018,245,186,58,1,0,0,0,112,74,42,0,0,245,0,0,
478,MISSOURI,Boone,2018,245,208,36,1,0,0,0,105,54,40,0,0,245,0,0,
479,MISSOURI,Buchanan,2018,363,201,162,0,0,0,0,77,60,47,0,0,0,348,15,
480,MISSOURI,Callaway,2018,245,210,35,0,0,0,0,90,58,40,0,0,245,0,0,
481,MISSOURI,Cass,2018,364,266,98,0,0,0,0,97,61,41,0,0,183,181,0,
482,MISSOURI,Cedar,2018,363,236,127,0,0,0,0,84,62,43,0,0,142,221,0,
483,MISSOURI,Clay,2018,363,251,101,11,0,0,0,147,68,42,0,0,192,171,0,
484,MISSOURI,Clinton,2018,245,192,51,2,0,0,0,143,71,42,0,0,245,0,0,
485,MISSOURI,Greene,2018,365,242,123,0,0,0,0,93,59,44,0,0,144,216,5,
486,MISSOURI,Jackson,2018,365,223,142,0,0,0,0,77,59,44,0,22,0,322,21,
487,MISSOURI,Jasper,2018,365,304,61,0,0,0,0,95,54,36,0,0,226,0,139,
488,MISSOURI,Jefferson,2018,351,255,90,6,0,0,0,119,63,42,0,0,151,166,34,
489,MISSOURI,Lincoln,2018,245,209,33,3,0,0,0,143,67,41,0,0,245,0,0,
490,MISSOURI,Monroe,2018,365,336,28,1,0,0,0,105,49,35,0,0,365,0,0,
491,MISSOURI,Perry,2018,245,208,36,1,0,0,0,126,61,39,0,0,245,0,0,
492,MISSOURI,Saint Charles,2018,245,190,47,8,0,0,0,147,71,42,0,0,245,0,0,
493,MISSOURI,Saint Louis,2018,365,178,181,6,0,0,0,119,71,51,0,18,126,221,0,
494,MISSOURI,Sainte Genevieve,2018,245,210,35,0,0,0,0,97,58,40,0,0,245,0,0,
495,MISSOURI,St. Louis City,2018,365,129,226,9,1,0,0,182,73,55,0,5,75,278,7,
496,MISSOURI,Stoddard,2018,117,92,25,0,0,0,0,71,55,32,0,0,0,117,0,
497,MISSOURI,Taney,2018,119,101,18,0,0,0,0,78,55,28,0,0,0,119,0,
498,MONTANA,Cascade,2018,360,303,51,5,1,0,0,166,56,33,0,0,0,360,0,
499,MONTANA,Fergus,2018,365,313,46,5,1,0,0,161,54,40,0,0,306,58,1,
500,MONTANA,Flathead,2018,365,222,127,11,5,0,0,193,70,45,0,0,144,206,15,
501,MONTANA,Gallatin,2018,365,289,70,5,1,0,0,154,57,32,0,4,0,361,0,
502,MONTANA,Lake,2018,118,107,8,3,0,0,0,117,48,11,0,0,0,118,0,
503,MONTANA,Lewis And Clark,2018,365,238,117,7,3,0,0,169,67,46,0,0,207,158,0,
504,MONTANA,Lincoln,2018,365,139,206,8,12,0,0,186,80,55,0,0,0,362,3,
505,MONTANA,Missoula,2018,365,146,215,3,1,0,0,154,80,54,0,0,68,297,0,
506,MONTANA,Phillips,2018,360,309,47,3,1,0,0,160,54,37,0,1,262,97,0,
507,MONTANA,Powder River,2018,362,272,86,4,0,0,0,117,67,41,0,0,231,121,10,
508,MONTANA,Powell,2018,113,104,9,0,0,0,0,93,45,12,0,0,0,113,0,
509,MONTANA,Ravalli,2018,351,280,71,0,0,0,0,90,62,24,0,0,0,351,0,
510,MONTANA,Richland,2018,364,298,65,1,0,0,0,139,58,41,0,0,287,77,0,
511,MONTANA,Roosevelt,2018,105,93,10,2,0,0,0,134,52,17,0,0,0,105,0,
512,MONTANA,Rosebud,2018,365,302,61,2,0,0,0,133,57,38,0,0,266,77,22,
513,MONTANA,Sanders,2018,365,256,95,14,0,0,0,148,73,37,0,0,0,353,12,
514,MONTANA,Sheridan,2018,112,99,12,1,0,0,0,118,52,20,0,0,0,112,0,
515,MONTANA,Silver Bow,2018,363,284,78,1,0,0,0,120,61,25,0,0,0,242,121,
516,MONTANA,Yellowstone,2018,345,251,91,2,1,0,0,155,60,37,0,0,0,345,0,
517,NEBRASKA,Cass,2018,337,332,5,0,0,0,0,57,31,15,0,0,0,0,337,
518,NEBRASKA,Douglas,2018,365,198,163,4,0,0,0,108,67,47,0,0,155,199,11,
519,NEBRASKA,Hall,2018,111,92,19,0,0,0,0,72,54,30,0,0,0,111,0,
520,NEBRASKA,Knox,2018,357,329,28,0,0,0,0,93,48,34,0,0,357,0,0,
521,NEBRASKA,Lancaster,2018,289,239,50,0,0,0,0,80,55,36,0,0,217,72,0,
522,NEBRASKA,Sarpy,2018,349,205,144,0,0,0,0,94,61,46,0,0,0,349,0,
523,NEBRASKA,Scotts Bluff,2018,116,91,25,0,0,0,0,74,54,29,0,0,0,116,0,
524,NEBRASKA,Thomas,2018,114,104,10,0,0,0,0,79,47,21,0,0,0,114,0,
525,NEBRASKA,Washington,2018,116,86,30,0,0,0,0,95,58,39,0,0,0,116,0,
526,NEVADA,Carson City,2018,365,243,114,5,3,0,0,163,64,46,0,0,284,81,0,
527,NEVADA,Churchill,2018,332,256,71,5,0,0,0,129,67,44,0,0,332,0,0,
528,NEVADA,Clark,2018,365,104,212,48,1,0,0,155,108,63,0,34,216,103,12,
529,NEVADA,Douglas,2018,362,291,61,6,2,2,0,229,60,21,0,0,0,362,0,
530,NEVADA,Elko,2018,346,296,46,4,0,0,0,126,61,19,0,0,77,24,245,
531,NEVADA,Lyon,2018,362,304,50,8,0,0,0,133,58,40,0,0,362,0,0,
532,NEVADA,Nye,2018,365,350,15,0,0,0,0,99,32,18,0,0,0,0,365,
533,NEVADA,Washoe,2018,365,177,169,19,0,0,0,146,80,51,0,2,240,107,16,
534,NEVADA,White Pine,2018,355,259,90,6,0,0,0,108,71,44,0,0,348,7,0,
535,NEW HAMPSHIRE,Belknap,2018,283,257,26,0,0,0,0,80,49,33,0,0,200,83,0,
536,NEW HAMPSHIRE,Cheshire,2018,365,300,65,0,0,0,0,86,55,36,0,0,224,141,0,
537,NEW HAMPSHIRE,Coos,2018,271,222,46,3,0,0,0,115,64,44,0,0,224,47,0,
538,NEW HAMPSHIRE,Grafton,2018,365,294,71,0,0,0,0,90,55,39,0,0,184,181,0,
539,NEW HAMPSHIRE,Hillsborough,2018,365,327,38,0,0,0,0,97,51,37,1,0,335,29,0,
540,NEW HAMPSHIRE,Merrimack,2018,213,203,10,0,0,0,0,87,47,38,0,0,213,0,0,
541,NEW HAMPSHIRE,Rockingham,2018,365,309,53,3,0,0,0,115,55,39,0,0,248,117,0,
542,NEW JERSEY,Atlantic,2018,365,277,87,1,0,0,0,112,56,41,0,0,183,182,0,
543,NEW JERSEY,Bergen,2018,365,153,198,12,2,0,0,164,76,53,1,42,56,266,0,
544,NEW JERSEY,Camden,2018,365,166,194,5,0,0,0,140,71,52,1,6,94,264,0,
545,NEW JERSEY,Cumberland,2018,365,241,124,0,0,0,0,93,60,43,0,14,107,244,0,
546,NEW JERSEY,Essex,2018,364,219,141,3,1,0,0,177,67,43,2,24,121,217,0,
547,NEW JERSEY,Gloucester,2018,276,212,57,7,0,0,0,147,67,40,0,0,215,61,0,
548,NEW JERSEY,Hudson,2018,365,190,166,7,2,0,0,174,69,49,0,50,90,225,0,
549,NEW JERSEY,Hunterdon,2018,352,236,111,3,2,0,0,179,65,43,0,0,161,191,0,
550,NEW JERSEY,Mercer,2018,365,229,129,6,1,0,0,187,67,43,0,0,158,207,0,
551,NEW JERSEY,Middlesex,2018,365,239,120,6,0,0,0,133,65,42,0,9,153,203,0,
552,NEW JERSEY,Monmouth,2018,245,220,25,0,0,0,0,100,51,33,0,0,245,0,0,
